id	filename	md5	size	state
34bfa5ba-c37c-4700-b2ff-bb2deb0b29c4	nationwidechildrens.org_clinical.TCGA-86-8672.xml	5b348aeeccc08f21fc618d662e08ce4b	34763	submitted
0fc0dd40-c907-4364-b9f3-91f93c7b92db	nationwidechildrens.org_clinical.TCGA-91-7771.xml	2e681780ace9937108d342aedd6e2f52	46231	submitted
cc2f50f4-8362-4784-9683-402b7c3b9a2b	nationwidechildrens.org_clinical.TCGA-55-8090.xml	dfa42ccf66708487d6780b94150fc73b	35434	submitted
280af0c4-5378-48b8-bf44-49fa4978c8fb	nationwidechildrens.org_clinical.TCGA-05-4390.xml	2ef6166eacc680cf6f6bd05713d1bfcb	46051	submitted
a10ff200-542c-480e-8bf3-77202ae322ae	nationwidechildrens.org_clinical.TCGA-L9-A50W.xml	b975b44364c299bd9706621fc13c1187	36210	submitted
12639d03-5aa6-4776-a3e3-59cc4464833b	nationwidechildrens.org_clinical.TCGA-97-7553.xml	919335c946cd10490ba6ace428a60170	34829	submitted
d57dd3ee-3592-4a7a-b5ab-d6d36470e6c1	nationwidechildrens.org_clinical.TCGA-55-7284.xml	c7ff0490ce165b364b15dcc17282047e	35428	submitted
d81edb7a-f8bb-4c9b-9b58-ad84c442af72	nationwidechildrens.org_clinical.TCGA-78-7149.xml	b79fa8b2404a63daa8daeebaa3799376	42648	submitted
ff290b06-7570-4f88-91ff-c36a903cc956	nationwidechildrens.org_clinical.TCGA-55-6642.xml	8a188c25184a847c64077dc4c76f2fca	34530	submitted
cfc25f11-f3e8-48a1-9fd9-606355121928	nationwidechildrens.org_clinical.TCGA-55-8513.xml	41604c61a649c8fb04f2852af3f04af7	47202	submitted
7d566c3e-47fe-4023-884c-72295da94222	nationwidechildrens.org_clinical.TCGA-97-8177.xml	623aaa0acccea8bfc9c1d560b99e8c0d	52663	submitted
65d6d446-b9a6-4dc5-ac55-eb3c2cd93967	nationwidechildrens.org_clinical.TCGA-49-AAR9.xml	fcdda1e4009896567cce003b8baf49f3	26934	submitted
47503f1e-1be3-4b57-b561-f5b8ce9865a9	nationwidechildrens.org_clinical.TCGA-97-7547.xml	d9385ad878b0e8e1bf00e8d61a5f3507	74803	submitted
780b4149-00ce-4780-81d6-d045d5a43c4b	nationwidechildrens.org_clinical.TCGA-71-6725.xml	49d33896483bbd99e346d71f4fded100	51056	submitted
6c1a14d2-0a61-46e2-9b6a-2cae2dc80fc2	nationwidechildrens.org_clinical.TCGA-38-4627.xml	00698babf3c775b9881aeaf9a810cb70	33881	submitted
40f66744-a21b-42c2-a0d0-539703ddd5ab	nationwidechildrens.org_clinical.TCGA-78-7147.xml	af577b56beac12575cfcef4d8bb8ff28	34707	submitted
57d733f6-2f8e-4f0c-b391-48d3cf7c1f87	nationwidechildrens.org_clinical.TCGA-75-7030.xml	9f3196877572e7308505eaefd6f151f7	46723	submitted
40fd667a-acc7-42a4-aa8e-ddfebd27d770	nationwidechildrens.org_clinical.TCGA-93-7347.xml	7f335fb5158f4b8826ea4f0aae8601b0	43295	submitted
1744572b-97cf-4abb-836e-eb3eb036371d	nationwidechildrens.org_clinical.TCGA-55-7574.xml	ce97fa3ea6747905261d100d104b96cd	68821	submitted
ce2db2f1-cdba-4f49-8755-5c023fac067e	nationwidechildrens.org_clinical.TCGA-53-A4EZ.xml	a264d5e9973de83f95fb8a604774933b	52085	submitted
c70a404a-1d41-4bd9-905f-83273f55e3b2	nationwidechildrens.org_clinical.TCGA-55-6987.xml	0e83907558e86434f3d6dec2530c074b	34658	submitted
80ec99a3-fa95-45bd-9094-a6ee6a6eb85d	nationwidechildrens.org_clinical.TCGA-80-5607.xml	62bc54b5d1eaf4be56b8fd92640f78b4	34276	submitted
e0847fc9-92c3-451e-8fa8-5c93a927b56c	nationwidechildrens.org_clinical.TCGA-78-7145.xml	11cdf61072052aaf3c9274b9334ee124	70657	submitted
